moisture,spring_stiffness,displacement_screw_setting,motor_speed,video_id,crack_type
5,2200,0.29,45,*GH014166,circumferential_more_than_75%
5,2200,0.29,45,*GH014162,open_crack
5,2200,0.29,45,*GH014163,open_crack
5,2200,0.29,45,*GH014164,open_crack
5,2200,0.29,45,*GH014165,open_crack
5,2200,0.29,45,*GH014166,open_crack
5,2200,0.29,30,*GH014168,longitudinal_between_50_75%
5,2200,0.29,30,*GH014170,longitudinal_between_50_75%
5,2200,0.29,30,*GH014167,longitudinal_more_than_75%
5,2200,0.29,30,*GH014169,longitudinal_more_than_75%
5,2200,0.29,30,*GH014171,longitudinal_more_than_75%
5,2200,0.29,30,*GH014172,longitudinal_more_than_75%
5,2200,0.29,30,*GH014170,circumferential_between_25_50%
5,2200,0.29,30,*GH014171,circumferential_between_25_50%
5,2200,0.29,30,*GH014168,circumferential_between_50_75%
5,2200,0.29,30,*GH014172,circumferential_between_50_75%
5,2200,0.29,30,*GH014167,circumferential_more_than_75%
5,2200,0.29,30,*GH014169,circumferential_more_than_75%
5,2200,0.29,30,*GH014167,open_crack
5,2200,0.29,30,*GH014168,open_crack
5,2200,0.29,30,*GH014169,open_crack
5,2200,0.29,30,*GH014170,open_crack
5,2200,0.29,30,*GH014171,open_crack
5,2200,0.29,30,*GH014172,open_crack
5,2200,0.36,45,*GH014173,longitudinal_between_50_75%
5,2200,0.36,45,*GH014174,longitudinal_between_50_75%
5,2200,0.36,45,*GH014175,longitudinal_between_50_75%
5,2200,0.36,45,*GH014176,longitudinal_between_50_75%
5,2200,0.36,45,*GH014177,longitudinal_more_than_75%
5,2200,0.36,45,*GH014174,circumferential_less_than_25%
5,2200,0.36,45,*GH014176,circumferential_less_than_25%
5,2200,0.36,45,*GH014177,circumferential_less_than_25%
5,2200,0.36,45,*GH014175,circumferential_between_25_50%
5,2200,0.36,45,*GH014173,circumferential_between_50_75%
5,2200,0.36,45,*GH014173,open_crack
5,2200,0.36,45,*GH014175,open_crack
5,2200,0.22,60,*GH014178,longitudinal_more_than_75%
5,2200,0.22,60,*GH014179,longitudinal_more_than_75%
5,2200,0.22,60,*GH014180,longitudinal_more_than_75%
5,2200,0.22,60,*GH014181,longitudinal_more_than_75%
5,2200,0.22,60,*GH014182,longitudinal_more_than_75%
5,2200,0.22,60,*GH014183,longitudinal_more_than_75%
5,2200,0.22,60,*GH014178,circumferential_more_than_75%
5,2200,0.22,60,*GH014179,circumferential_more_than_75%
5,2200,0.22,60,*GH014180,circumferential_more_than_75%
5,2200,0.22,60,*GH014181,circumferential_more_than_75%
5,2200,0.22,60,*GH014182,circumferential_more_than_75%
5,2200,0.22,60,*GH014183,circumferential_more_than_75%
5,2200,0.22,60,*GH014178,open_crack
5,2200,0.22,60,*GH014179,open_crack
5,2200,0.22,60,*GH014180,open_crack
5,2200,0.22,60,*GH014181,open_crack
5,2200,0.22,60,*GH014182,open_crack
5,2200,0.22,60,*GH014183,open_crack
5,2200,0.22,60,*GH014182,crushed
5,2200,0.22,30,*GH014184,longitudinal_more_than_75%
5,2200,0.22,30,*GH014185,longitudinal_more_than_75%
5,2200,0.22,30,*GH014186,longitudinal_more_than_75%
5,2200,0.22,30,*GH014187,longitudinal_more_than_75%
5,2200,0.22,30,*GH014188,longitudinal_more_than_75%
5,2200,0.22,30,*GH014184,circumferential_more_than_75%
5,2200,0.22,30,*GH014185,circumferential_more_than_75%
5,2200,0.22,30,*GH014186,circumferential_more_than_75%
5,2200,0.22,30,*GH014187,circumferential_more_than_75%
5,2200,0.22,30,*GH014188,circumferential_more_than_75%
5,2200,0.22,30,*GH014184,open_crack
5,2200,0.22,30,*GH014185,open_crack
5,2200,0.22,30,*GH014186,open_crack
5,2200,0.22,30,*GH014187,open_crack
5,2200,0.22,30,*GH014188,open_crack
5,2200,0.22,30,*GH014186,crushed
5,2200,0.22,30,*GH014189,crushed
5,2200,0.29,60,*GH014190,longitudinal_more_than_75%
5,2200,0.29,60,*GH014191,longitudinal_more_than_75%
5,2200,0.29,60,*GH014192,longitudinal_more_than_75%
5,2200,0.29,60,*GH014193,longitudinal_more_than_75%
5,2200,0.29,60,*GH014194,longitudinal_more_than_75%
5,2200,0.29,60,*GH014195,longitudinal_more_than_75%
5,2200,0.29,60,*GH014190,circumferential_less_than_25%
5,2200,0.29,60,*GH014191,circumferential_between_50_75%
5,2200,0.29,60,*GH014193,circumferential_between_50_75%
5,2200,0.29,60,*GH014194,circumferential_between_50_75%
5,2200,0.29,60,*GH014192,circumferential_more_than_75%
5,2200,0.29,60,*GH014195,circumferential_more_than_75%
5,2200,0.29,60,*GH014192,open_crack
5,2200,0.29,60,*GH014193,open_crack
5,2200,0.29,60,*GH014194,open_crack
5,2200,0.29,60,*GH014195,open_crack
5,2200,0.29,60,*GH014192,crushed
5,2200,0.29,60,*GH014195,crushed
5,2200,0.29,45,*GH014196,longitudinal_more_than_75%
5,2200,0.29,45,*GH014197,longitudinal_more_than_75%
5,2200,0.29,45,*GH014198,longitudinal_more_than_75%
5,2200,0.29,45,*GH014199,longitudinal_more_than_75%
5,2200,0.29,45,*GH014200,longitudinal_more_than_75%
5,2200,0.29,45,*GH014201,longitudinal_more_than_75%
5,2200,0.29,45,*GH014196,circumferential_between_25_50%
5,2200,0.29,45,*GH014199,circumferential_between_25_50%
5,2200,0.29,45,*GH014200,circumferential_between_25_50%
5,2200,0.29,45,*GH014197,circumferential_between_50_75%
5,2200,0.29,45,*GH014198,circumferential_more_than_75%
5,2200,0.29,45,*GH014201,circumferential_more_than_75%
5,2200,0.29,45,*GH014197,open_crack
5,2200,0.29,45,*GH014198,open_crack
5,2200,0.29,45,*GH014199,open_crack
5,2200,0.29,45,*GH014200,open_crack
5,2200,0.29,45,*GH014201,open_crack
5,2200,0.36,45,*GH014207,longitudinal_between_50_75%
5,2200,0.36,45,*GH014202,longitudinal_more_than_75%
5,2200,0.36,45,*GH014203,longitudinal_more_than_75%
5,2200,0.36,45,*GH014205,longitudinal_more_than_75%
5,2200,0.36,45,*GH014206,longitudinal_more_than_75%
5,2200,0.36,45,*GH014202,circumferential_less_than_25%
5,2200,0.36,45,*GH014206,circumferential_less_than_25%
5,2200,0.36,45,*GH014207,circumferential_less_than_25%
5,2200,0.36,45,*GH014203,circumferential_between_25_50%
5,2200,0.36,45,*GH014205,circumferential_between_50_75%
5,2200,0.36,45,*GH014203,open_crack
5,2200,0.36,45,*GH014205,open_crack
5,2200,0.29,30,*GH014219,longitudinal_between_50_75%
5,2200,0.29,30,*GH014214,longitudinal_more_than_75%
5,2200,0.29,30,*GH014215,longitudinal_more_than_75%
5,2200,0.29,30,*GH014216,longitudinal_more_than_75%
5,2200,0.29,30,*GH014217,longitudinal_more_than_75%
5,2200,0.29,30,*GH014218,longitudinal_more_than_75%
5,2200,0.29,30,*GH014214,circumferential_between_25_50%
5,2200,0.29,30,*GH014216,circumferential_between_25_50%
5,2200,0.29,30,*GH014218,circumferential_between_25_50%
5,2200,0.29,30,*GH014219,circumferential_between_25_50%
5,2200,0.29,30,*GH014215,circumferential_between_50_75%
5,2200,0.29,30,*GH014217,circumferential_more_than_75%
5,2200,0.29,30,*GH014214,open_crack
5,2200,0.29,30,*GH014215,open_crack
5,2200,0.29,30,*GH014216,open_crack
5,2200,0.29,30,*GH014217,open_crack
5,2200,0.22,45,*GH014220,longitudinal_more_than_75%
5,2200,0.22,45,*GH014221,longitudinal_more_than_75%
5,2200,0.22,45,*GH014222,longitudinal_more_than_75%
5,2200,0.22,45,*GH014223,longitudinal_more_than_75%
5,2200,0.22,45,*GH014224,longitudinal_more_than_75%
5,2200,0.22,45,*GH014223,circumferential_between_50_75%
5,2200,0.22,45,*GH014220,circumferential_more_than_75%
5,2200,0.22,45,*GH014221,circumferential_more_than_75%
5,2200,0.22,45,*GH014222,circumferential_more_than_75%
5,2200,0.22,45,*GH014224,circumferential_more_than_75%
5,2200,0.22,45,*GH014220,open_crack
5,2200,0.22,45,*GH014222,open_crack
5,2200,0.22,45,*GH014223,open_crack
5,2200,0.22,45,*GH014224,open_crack
5,2200,0.36,30,*GH014228,untouched
5,2200,0.36,30,*GH014230,longitudinal_between_50_75%
5,2200,0.36,30,*GH014225,longitudinal_more_than_75%
5,2200,0.36,30,*GH014226,longitudinal_more_than_75%
5,2200,0.36,30,*GH014227,longitudinal_more_than_75%
5,2200,0.36,30,*GH014229,longitudinal_more_than_75%
5,2200,0.36,30,*GH014225,circumferential_between_25_50%
5,2200,0.36,30,*GH014226,circumferential_between_25_50%
5,2200,0.36,30,*GH014229,circumferential_between_25_50%
5,2200,0.36,30,*GH014230,circumferential_between_25_50%
5,2200,0.36,30,*GH014227,circumferential_between_50_75%
5,2200,0.36,30,*GH014227,open_crack
5,2200,0.36,30,*GH014229,open_crack
5,2200,0.36,30,*GH014230,open_crack
5,2200,0.22,60,*GH014231,longitudinal_more_than_75%
5,2200,0.22,60,*GH014232,longitudinal_more_than_75%
5,2200,0.22,60,*GH014233,longitudinal_more_than_75%
5,2200,0.22,60,*GH014234,longitudinal_more_than_75%
5,2200,0.22,60,*GH014235,longitudinal_more_than_75%
5,2200,0.22,60,*GH014236,longitudinal_more_than_75%
5,2200,0.22,60,*GH014234,circumferential_between_50_75%
5,2200,0.22,60,*GH014231,circumferential_more_than_75%
5,2200,0.22,60,*GH014232,circumferential_more_than_75%
5,2200,0.22,60,*GH014233,circumferential_more_than_75%
5,2200,0.22,60,*GH014235,circumferential_more_than_75%
5,2200,0.22,60,*GH014236,circumferential_more_than_75%
5,2200,0.22,60,*GH014231,open_crack
5,2200,0.22,60,*GH014232,open_crack
5,2200,0.22,60,*GH014233,open_crack
5,2200,0.22,60,*GH014234,open_crack
5,2200,0.22,60,*GH014235,open_crack
5,2200,0.22,60,*GH014236,open_crack
5,2200,0.36,60,*GH014237,longitudinal_between_50_75%
5,2200,0.36,60,*GH014239,longitudinal_between_50_75%
5,2200,0.36,60,*GH014242,longitudinal_between_50_75%
5,2200,0.36,60,*GH014238,longitudinal_more_than_75%
5,2200,0.36,60,*GH014240,longitudinal_more_than_75%
5,2200,0.36,60,*GH014241,longitudinal_more_than_75%
5,2200,0.36,60,*GH014237,circumferential_less_than_25%
5,2200,0.36,60,*GH014238,circumferential_less_than_25%
5,2200,0.36,60,*GH014239,circumferential_less_than_25%
5,2200,0.36,60,*GH014240,circumferential_less_than_25%
5,2200,0.36,60,*GH014242,circumferential_less_than_25%
5,2200,0.36,60,*GH014241,circumferential_between_25_50%
5,2200,0.36,60,*GH014242,open_crack
5,2200,0.22,60,*GH014243,longitudinal_more_than_75%
5,2200,0.22,60,*GH014244,longitudinal_more_than_75%
5,2200,0.22,60,*GH014245,longitudinal_more_than_75%
5,2200,0.22,60,*GH014246,longitudinal_more_than_75%
5,2200,0.22,60,*GH014247,longitudinal_more_than_75%
5,2200,0.22,60,*GH014248,longitudinal_more_than_75%
5,2200,0.22,60,*GH014243,circumferential_between_50_75%
5,2200,0.22,60,*GH014245,circumferential_between_50_75%
5,2200,0.22,60,*GH014244,circumferential_more_than_75%
5,2200,0.22,60,*GH014246,circumferential_more_than_75%
5,2200,0.22,60,*GH014247,circumferential_more_than_75%
5,2200,0.22,60,*GH014248,circumferential_more_than_75%
5,2200,0.22,60,*GH014243,open_crack
5,2200,0.22,60,*GH014244,open_crack
5,2200,0.22,60,*GH014245,open_crack
5,2200,0.22,60,*GH014246,open_crack
5,2200,0.22,60,*GH014247,open_crack
5,2200,0.22,60,*GH014248,open_crack
5,2200,0.22,60,*GH014244,crushed
5,2200,0.36,30,*GH014249,longitudinal_more_than_75%
5,2200,0.36,30,*GH014250,longitudinal_more_than_75%
5,2200,0.36,30,*GH014251,longitudinal_more_than_75%
5,2200,0.36,30,*GH014252,longitudinal_more_than_75%
5,2200,0.36,30,*GH014253,longitudinal_more_than_75%
5,2200,0.36,30,*GH014254,longitudinal_more_than_75%
5,2200,0.36,30,*GH014254,circumferential_less_than_25%
5,2200,0.36,30,*GH014251,circumferential_between_25_50%
5,2200,0.36,30,*GH014252,circumferential_between_25_50%
5,2200,0.36,30,*GH014249,circumferential_between_50_75%
5,2200,0.36,30,*GH014250,circumferential_between_50_75%
5,2200,0.36,30,*GH014253,circumferential_between_50_75%
5,2200,0.36,30,*GH014250,open_crack
5,2200,0.36,30,*GH014251,open_crack
5,2200,0.36,30,*GH014252,open_crack
5,2200,0.36,30,*GH014253,open_crack
5,2200,0.29,45,*GH014256,longitudinal_between_50_75%
5,2200,0.29,45,*GH014255,longitudinal_more_than_75%
5,2200,0.29,45,*GH014257,longitudinal_more_than_75%
5,2200,0.29,45,*GH014258,longitudinal_more_than_75%
5,2200,0.29,45,*GH014259,longitudinal_more_than_75%
5,2200,0.29,45,*GH014260,longitudinal_more_than_75%
5,2200,0.29,45,*GH014255,circumferential_less_than_25%
5,2200,0.29,45,*GH014256,circumferential_between_25_50%
5,2200,0.29,45,*GH014259,circumferential_between_25_50%
5,2200,0.29,45,*GH014258,circumferential_between_50_75%
5,2200,0.29,45,*GH014260,circumferential_between_50_75%
5,2200,0.29,45,*GH014257,circumferential_more_than_75%
5,2200,0.29,45,*GH014257,open_crack
5,2200,0.29,45,*GH014258,open_crack
5,2200,0.29,45,*GH014259,open_crack
5,2200,0.29,45,*GH014260,open_crack
5,2200,0.29,30,*GH014261,longitudinal_between_50_75%
5,2200,0.29,30,*GH014262,longitudinal_between_50_75%
5,2200,0.29,30,*GH014263,longitudinal_more_than_75%
5,2200,0.29,30,*GH014264,longitudinal_more_than_75%
5,2200,0.29,30,*GH014265,longitudinal_more_than_75%
5,2200,0.29,30,*GH014266,longitudinal_more_than_75%
5,2200,0.29,30,*GH014261,circumferential_between_25_50%
5,2200,0.29,30,*GH014265,circumferential_between_25_50%
5,2200,0.29,30,*GH014262,circumferential_between_50_75%
5,2200,0.29,30,*GH014264,circumferential_between_50_75%
5,2200,0.29,30,*GH014266,circumferential_between_50_75%
5,2200,0.29,30,*GH014263,circumferential_more_than_75%
5,2200,0.29,30,*GH014261,open_crack
5,2200,0.29,30,*GH014262,open_crack
5,2200,0.29,30,*GH014263,open_crack
5,2200,0.29,30,*GH014264,open_crack
5,2200,0.29,30,*GH014265,open_crack
5,2200,0.29,30,*GH014266,open_crack
5,2200,0.36,60,*GH014267,longitudinal_more_than_75%
5,2200,0.36,60,*GH014268,longitudinal_more_than_75%
5,2200,0.36,60,*GH014269,longitudinal_more_than_75%
5,2200,0.36,60,*GH014270,longitudinal_more_than_75%
5,2200,0.36,60,*GH014271,longitudinal_more_than_75%
5,2200,0.36,60,*GH014272,longitudinal_more_than_75%
5,2200,0.36,60,*GH014267,circumferential_less_than_25%
5,2200,0.36,60,*GH014270,circumferential_less_than_25%
5,2200,0.36,60,*GH014268,circumferential_between_25_50%
5,2200,0.36,60,*GH014271,circumferential_between_50_75%
5,2200,0.36,60,*GH014269,circumferential_more_than_75%
5,2200,0.36,60,*GH014272,circumferential_more_than_75%
5,2200,0.36,60,*GH014268,open_crack
5,2200,0.36,60,*GH014269,open_crack
5,2200,0.36,60,*GH014271,open_crack
5,2200,0.36,60,*GH014272,open_crack
5,2200,0.36,60,*GH014272,crushed
5,2200,0.22,30,*GH014273,longitudinal_more_than_75%
5,2200,0.22,30,*GH014274,longitudinal_more_than_75%
5,2200,0.22,30,*GH014275,longitudinal_more_than_75%
5,2200,0.22,30,*GH014276,longitudinal_more_than_75%
5,2200,0.22,30,*GH014277,longitudinal_more_than_75%
5,2200,0.22,30,*GH014276,circumferential_between_50_75%
5,2200,0.22,30,*GH014273,circumferential_more_than_75%
5,2200,0.22,30,*GH014274,circumferential_more_than_75%
5,2200,0.22,30,*GH014275,circumferential_more_than_75%
5,2200,0.22,30,*GH014277,circumferential_more_than_75%
5,2200,0.22,30,*GH014273,open_crack
5,2200,0.22,30,*GH014274,open_crack
5,2200,0.22,30,*GH014275,open_crack
5,2200,0.22,30,*GH014276,open_crack
5,2200,0.22,30,*GH014277,open_crack
5,2200,0.29,60,*GH014278,longitudinal_between_50_75%
5,2200,0.29,60,*GH014279,longitudinal_more_than_75%
5,2200,0.29,60,*GH014280,longitudinal_more_than_75%
5,2200,0.29,60,*GH014281,longitudinal_more_than_75%
5,2200,0.29,60,*GH014282,longitudinal_more_than_75%
5,2200,0.29,60,*GH014278,circumferential_between_25_50%
5,2200,0.29,60,*GH014280,circumferential_between_25_50%
5,2200,0.29,60,*GH014281,circumferential_between_50_75%
5,2200,0.29,60,*GH014282,circumferential_between_50_75%
5,2200,0.29,60,*GH014279,circumferential_more_than_75%
5,2200,0.29,60,*GH014278,open_crack
5,2200,0.29,60,*GH014279,open_crack
5,2200,0.29,60,*GH014280,open_crack
5,2200,0.29,60,*GH014281,open_crack
5,2200,0.29,60,*GH014282,open_crack
5,2200,0.22,45,*GH014283,longitudinal_more_than_75%
5,2200,0.22,45,*GH014284,longitudinal_more_than_75%
5,2200,0.22,45,*GH014285,longitudinal_more_than_75%
5,2200,0.22,45,*GH014286,longitudinal_more_than_75%
5,2200,0.22,45,*GH014287,longitudinal_more_than_75%
5,2200,0.22,45,*GH014288,longitudinal_more_than_75%
5,2200,0.22,45,*GH014286,circumferential_between_25_50%
5,2200,0.22,45,*GH014283,circumferential_more_than_75%
5,2200,0.22,45,*GH014284,circumferential_more_than_75%
5,2200,0.22,45,*GH014285,circumferential_more_than_75%
5,2200,0.22,45,*GH014287,circumferential_more_than_75%
5,2200,0.22,45,*GH014288,circumferential_more_than_75%
5,2200,0.22,45,*GH014283,open_crack
5,2200,0.22,45,*GH014284,open_crack
5,2200,0.22,45,*GH014285,open_crack
5,2200,0.22,45,*GH014286,open_crack
5,2200,0.22,45,*GH014287,open_crack
5,2200,0.22,45,*GH014288,open_crack
5,2200,0.36,45,*GH014291,untouched
5,2200,0.36,45,*GH014289,longitudinal_more_than_75%
5,2200,0.36,45,*GH014290,longitudinal_more_than_75%
5,2200,0.36,45,*GH014292,longitudinal_more_than_75%
5,2200,0.36,45,*GH014293,longitudinal_more_than_75%
5,2200,0.36,45,*GH014294,longitudinal_more_than_75%
5,2200,0.36,45,*GH014290,circumferential_less_than_25%
5,2200,0.36,45,*GH014289,circumferential_between_25_50%
5,2200,0.36,45,*GH014293,circumferential_between_25_50%
5,2200,0.36,45,*GH014292,circumferential_more_than_75%
5,2200,0.36,45,*GH014294,circumferential_more_than_75%
5,2200,0.36,45,*GH014292,open_crack
5,2200,0.36,45,*GH014293,open_crack
5,2200,0.36,45,*GH014294,open_crack
7,1800,0.36,45,GH013538,untouched
7,1800,0.36,45,GH013539,longitudinal_more_than_75%
7,1800,0.36,45,GH013541,longitudinal_more_than_75%
7,1800,0.36,45,GH013542,longitudinal_more_than_75%
7,1800,0.36,45,GH013543,longitudinal_more_than_75%
7,1800,0.36,45,GH013539,circumferential_less_than_25%
7,1800,0.36,45,GH013542,circumferential_less_than_25%
7,1800,0.36,45,GH013543,circumferential_less_than_25%
7,1800,0.36,45,GH013541,circumferential_more_than_75%
7,1800,0.36,45,GH013540,open_crack
7,1800,0.36,45,GH013542,open_crack
7,1800,0.36,45,GH013541,crushed
7,1800,0.22,30,GH013544,longitudinal_more_than_75%
7,1800,0.22,30,GH013545,longitudinal_more_than_75%
7,1800,0.22,30,GH013546,longitudinal_more_than_75%
7,1800,0.22,30,GH013547,longitudinal_more_than_75%
7,1800,0.22,30,GH013548,longitudinal_more_than_75%
7,1800,0.22,30,GH013549,longitudinal_more_than_75%
7,1800,0.22,30,GH013544,circumferential_between_25_50%
7,1800,0.22,30,GH013545,circumferential_between_50_75%
7,1800,0.22,30,GH013546,circumferential_between_50_75%
7,1800,0.22,30,GH013545,circumferential_more_than_75%
7,1800,0.22,30,GH013546,circumferential_more_than_75%
7,1800,0.22,30,GH013547,circumferential_more_than_75%
7,1800,0.22,30,GH013548,circumferential_more_than_75%
7,1800,0.22,30,GH013549,circumferential_more_than_75%
7,1800,0.22,30,GH013544,open_crack
7,1800,0.22,30,GH013545,open_crack
7,1800,0.22,30,GH013546,open_crack
7,1800,0.22,30,GH013547,open_crack
7,1800,0.22,30,GH013549,open_crack
7,1800,0.36,30,GH013550,longitudinal_between_25_50%
7,1800,0.36,30,GH013553,longitudinal_between_25_50%
7,1800,0.36,30,GH013551,longitudinal_more_than_75%
7,1800,0.36,30,GH013552,longitudinal_more_than_75%
7,1800,0.36,30,GH013554,longitudinal_more_than_75%
7,1800,0.36,30,GH013555,longitudinal_more_than_75%
7,1800,0.36,30,GH013550,circumferential_less_than_25%
7,1800,0.36,30,GH013551,circumferential_less_than_25%
7,1800,0.36,30,GH013553,circumferential_less_than_25%
7,1800,0.36,30,GH013554,circumferential_less_than_25%
7,1800,0.36,30,GH013555,circumferential_less_than_25%
7,1800,0.36,30,GH013552,circumferential_between_50_75%
7,1800,0.36,30,GH013552,open_crack
7,1800,0.36,30,GH013554,open_crack
7,1800,0.36,30,GH013555,open_crack
7,1800,0.29,30,GH013556,longitudinal_more_than_75%
7,1800,0.29,30,GH013557,longitudinal_more_than_75%
7,1800,0.29,30,GH013558,longitudinal_more_than_75%
7,1800,0.29,30,GH013559,longitudinal_more_than_75%
7,1800,0.29,30,GH013560,longitudinal_more_than_75%
7,1800,0.29,30,GH013561,longitudinal_more_than_75%
7,1800,0.29,30,GH013556,circumferential_between_25_50%
7,1800,0.29,30,GH013557,circumferential_between_25_50%
7,1800,0.29,30,GH013561,circumferential_between_25_50%
7,1800,0.29,30,GH013559,circumferential_between_50_75%
7,1800,0.29,30,GH013558,circumferential_more_than_75%
7,1800,0.29,30,GH013560,circumferential_more_than_75%
7,1800,0.29,30,GH013556,open_crack
7,1800,0.29,30,GH013557,open_crack
7,1800,0.29,30,GH013558,open_crack
7,1800,0.29,30,GH013559,open_crack
7,1800,0.29,30,GH013560,open_crack
7,1800,0.29,30,GH013561,open_crack
7,1800,0.22,45,GH013562,longitudinal_more_than_75%
7,1800,0.22,45,GH013563,longitudinal_more_than_75%
7,1800,0.22,45,GH013564,longitudinal_more_than_75%
7,1800,0.22,45,GH013565,longitudinal_more_than_75%
7,1800,0.22,45,GH013566,longitudinal_more_than_75%
7,1800,0.22,45,GH013567,longitudinal_more_than_75%
7,1800,0.22,45,GH013562,circumferential_more_than_75%
7,1800,0.22,45,GH013563,circumferential_more_than_75%
7,1800,0.22,45,GH013564,circumferential_more_than_75%
7,1800,0.22,45,GH013565,circumferential_more_than_75%
7,1800,0.22,45,GH013566,circumferential_more_than_75%
7,1800,0.22,45,GH013567,circumferential_more_than_75%
7,1800,0.22,45,GH013562,open_crack
7,1800,0.22,45,GH013563,open_crack
7,1800,0.22,45,GH013564,open_crack
7,1800,0.22,45,GH013565,open_crack
7,1800,0.22,45,GH013566,open_crack
7,1800,0.22,45,GH013567,open_crack
7,1800,0.36,60,GH013488,longitudinal_between_25_50%
7,1800,0.36,60,GH013485,longitudinal_more_than_75%
7,1800,0.36,60,GH013486,longitudinal_more_than_75%
7,1800,0.36,60,GH013487,longitudinal_more_than_75%
7,1800,0.36,60,GH013489,longitudinal_more_than_75%
7,1800,0.36,60,GH013490,longitudinal_more_than_75%
7,1800,0.36,60,GH013486,circumferential_less_than_25%
7,1800,0.36,60,GH013489,circumferential_less_than_25%
7,1800,0.36,60,GH013490,circumferential_less_than_25%
7,1800,0.36,60,GH013487,circumferential_between_25_50%
7,1800,0.36,60,GH013485,circumferential_more_than_75%
7,1800,0.36,60,GH013488,circumferential_more_than_75%
7,1800,0.36,60,GH013485,open_crack
7,1800,0.36,60,GH013486,open_crack
7,1800,0.36,60,GH013487,open_crack
7,1800,0.36,60,GH013489,open_crack
7,1800,0.36,60,GH013490,open_crack
7,1800,0.36,60,GH013485,crushed
7,1800,0.29,60,GH013492,longitudinal_between_50_75%
7,1800,0.29,60,GH013494,longitudinal_between_50_75%
7,1800,0.29,60,GH013491,longitudinal_more_than_75%
7,1800,0.29,60,GH013493,longitudinal_more_than_75%
7,1800,0.29,60,GH013495,longitudinal_more_than_75%
7,1800,0.29,60,GH013496,longitudinal_more_than_75%
7,1800,0.29,60,GH013495,circumferential_less_than_25%
7,1800,0.29,60,GH013492,circumferential_between_25_50%
7,1800,0.29,60,GH013496,circumferential_between_25_50%
7,1800,0.29,60,GH013491,circumferential_between_50_75%
7,1800,0.29,60,GH013494,circumferential_between_50_75%
7,1800,0.29,60,GH013493,circumferential_more_than_75%
7,1800,0.29,60,GH013491,open_crack
7,1800,0.29,60,GH013492,open_crack
7,1800,0.29,60,GH013493,open_crack
7,1800,0.29,60,GH013494,open_crack
7,1800,0.29,60,GH013495,open_crack
7,1800,0.29,60,GH013496,open_crack
7,1800,0.22,60,GH013497,longitudinal_more_than_75%
7,1800,0.22,60,GH013498,longitudinal_more_than_75%
7,1800,0.22,60,GH013499,longitudinal_more_than_75%
7,1800,0.22,60,GH013500,longitudinal_more_than_75%
7,1800,0.22,60,GH013501,longitudinal_more_than_75%
7,1800,0.22,60,GH013502,longitudinal_more_than_75%
7,1800,0.22,60,GH013502,circumferential_between_50_75%
7,1800,0.22,60,GH013497,circumferential_more_than_75%
7,1800,0.22,60,GH013498,circumferential_more_than_75%
7,1800,0.22,60,GH013499,circumferential_more_than_75%
7,1800,0.22,60,GH013500,circumferential_more_than_75%
7,1800,0.22,60,GH013501,circumferential_more_than_75%
7,1800,0.22,60,GH013502,circumferential_more_than_75%
7,1800,0.22,60,GH013497,open_crack
7,1800,0.22,60,GH013498,open_crack
7,1800,0.22,60,GH013499,open_crack
7,1800,0.22,60,GH013500,open_crack
7,1800,0.22,60,GH013501,open_crack
7,1800,0.22,60,GH013502,open_crack
7,1800,0.29,45,GH013568,longitudinal_more_than_75%
7,1800,0.29,45,GH013569,longitudinal_more_than_75%
7,1800,0.29,45,GH013570,longitudinal_more_than_75%
7,1800,0.29,45,GH013571,longitudinal_more_than_75%
7,1800,0.29,45,GH013572,longitudinal_more_than_75%
7,1800,0.29,45,GH013573,longitudinal_more_than_75%
7,1800,0.29,45,GH013568,circumferential_less_than_25%
7,1800,0.29,45,GH013571,circumferential_less_than_25%
7,1800,0.29,45,GH013569,circumferential_between_25_50%
7,1800,0.29,45,GH013572,circumferential_between_25_50%
7,1800,0.29,45,GH013573,circumferential_between_25_50%
7,1800,0.29,45,GH013570,circumferential_more_than_75%
7,1800,0.29,45,GH013569,open_crack
7,1800,0.29,45,GH013570,open_crack
7,1800,0.29,45,GH013572,open_crack
7,1800,0.29,45,GH013573,open_crack
7,1800,0.36,30,GH013577,untouched
7,1800,0.36,30,GH013576,longitudinal_between_50_75%
7,1800,0.36,30,GH013574,longitudinal_more_than_75%
7,1800,0.36,30,GH013575,longitudinal_more_than_75%
7,1800,0.36,30,GH013578,longitudinal_more_than_75%
7,1800,0.36,30,GH013579,longitudinal_more_than_75%
7,1800,0.36,30,GH013574,circumferential_less_than_25%
7,1800,0.36,30,GH013576,circumferential_less_than_25%
7,1800,0.36,30,GH013578,circumferential_less_than_25%
7,1800,0.36,30,GH013579,circumferential_less_than_25%
7,1800,0.36,30,GH013575,circumferential_between_25_50%
7,1800,0.36,30,GH013575,open_crack
7,1800,0.22,60,GH013515,longitudinal_more_than_75%
7,1800,0.22,60,GH013516,longitudinal_more_than_75%
7,1800,0.22,60,GH013517,longitudinal_more_than_75%
7,1800,0.22,60,GH013518,longitudinal_more_than_75%
7,1800,0.22,60,GH013519,longitudinal_more_than_75%
7,1800,0.22,60,GH013520,longitudinal_more_than_75%
7,1800,0.22,60,GH013515,circumferential_more_than_75%
7,1800,0.22,60,GH013516,circumferential_more_than_75%
7,1800,0.22,60,GH013517,circumferential_more_than_75%
7,1800,0.22,60,GH013518,circumferential_more_than_75%
7,1800,0.22,60,GH013519,circumferential_more_than_75%
